KOD_SUKL;DATOD;DATDO;POVOL_BALENI;UCEL;PRACOVISTE;DISTRIBUTOR;POZNAMKA;PREDKLADATEL;VYROBCE
0250742;30.09.2022;30.09.2024;20000;Zajištìní léèivého pøípravku s léèivou látkou isoprenalini hydrochloridum v lékové formì injekèního roztoku pro léèbu celkového atrioventrikulárního bloku (vèetnì Adamsova-Stokesova syndromu) a srdeèní zástavy, léèbu bronchospasmu bìhem anestezie a pro doplòkovou léèbu kardiogenního šoku.;Poskytovatelé zdravotních slueb formou lùkové péèe.;CZ Pharma s.r.o., Námìstí Smiøickıch 42, 281 63 Kostelec nad Èernımi lesy;Vıdej léèivého pøípravku je monı i za situace, kdy není moné ovìøit a vyøadit jedineènı identifikátor postupem podle naøízení Komise v pøenesené pravomoci (EU) 2016/161 ze dne 2. øíjna 2015, kterım se doplòuje smìrnice Evropského parlamentu a Rady 2001/83/ES, stanovením podrobnıch pravidel pro ochranné prvky uvedené na obalu humánních léèivıch pøípravkù (dále jen naøízení o ochrannıch prvcích).;CZ Pharma s.r.o., Námìstí Smiøickıch 42, 281 63 Kostelec nad Èernımi lesy;MONICO SPA, Via Ponte di Pietra 7, 30173 Venezia/Mestre, Itálie
0254523;24.05.2021;31.05.2026;;Zajištìní pohotovostní zásoby léèivého pøípravku pro léèbu koní, mukokutánní a viscerální leishmaniózy.;Poskytovatelé zdravotních slueb formou ambulantní a lùkové péèe (koordinace léèebného programu: Toxikologické informaèní støedisko Kliniky pracovního lékaøství Všeobecné fakultní nemocnice v Praze).;PHOENIX lékárenskı velkoobchod, s.r.o., K pérovnì 945/7, Hostivaø, 102 00 Praha 10;750 ampulek (platí pro oba pøípravky celkem);Všeobecná fakultní nemocnice v Praze, prostøednictvím Toxikologického informaèního støediska Kliniky pracovního lékaøství;Famar Health Care Services Madrid, S.A.U., Avenida Leganés, 62, 28923 Alcorcón, Madrid, Španìlsko
0254524;24.05.2021;31.05.2026;;Zajištìní pohotovostní zásoby léèivého pøípravku pro intravenózní a inhalaèní léèbu pneumocystové pneumonie (pùvodce Pneumocystis carinii) oslabenıch pacientù èi pacientù se sníenou obranyschopností organismu, jako napø. u pacientù s AIDS, a pro léèbu africké trypanozomózy (pùvodce Trypanosoma gambiense).;Poskytovatelé zdravotních slueb formou ambulantní a lùkové péèe (koordinace léèebného programu: Toxikologické informaèní støedisko Kliniky pracovního lékaøství Všeobecné fakultní nemocnice v Praze).;PHOENIX lékárenskı velkoobchod, s.r.o., K pérovnì 945/7, Hostivaø, 102 00 Praha 10;"300 lahvièek
(platí pro obì velikosti balení)";Všeobecná fakultní nemocnice v Praze, prostøednictvím Toxikologického informaèního støediska Kliniky pracovního lékaøství;Sanofi S.p.A. Viale Luigi Bodio, 37/B 20158 Milano, Itálie
0254525;21.05.2021;31.05.2026;;Zajištìní pohotovostní zásoby léèivého pøípravku (antiséra) k léèbì záškrtu.;Poskytovatelé zdravotních slueb formou ambulantní a lùkové péèe (koordinace léèebného programu: Toxikologické informaèní støedisko Kliniky pracovního lékaøství Všeobecné fakultní nemocnice v Praze).;PHOENIX lékárenskı velkoobchod, s.r.o., K pérovnì 945/7, Hostivaø, 102 00 Praha 10;250 ampulek (platí celkem pro obì balení);Všeobecná fakultní nemocnice v Praze, prostøednictvím Toxikologického informaèního støediska Kliniky pracovního lékaøství);BB?NCIPD Ltd., 26 Yanko Sakazov Blvd., 1504 Sofia, Bulharsko
0254526;21.05.2021;31.05.2026;;Zajištìní pohotovostní zásoby léèivého pøípravku (antiséra) k léèbì záškrtu.;Poskytovatelé zdravotních slueb formou ambulantní a lùkové péèe (koordinace léèebného programu: Toxikologické informaèní støedisko Kliniky pracovního lékaøství Všeobecné fakultní nemocnice v Praze).;PHOENIX lékárenskı velkoobchod, s.r.o., K pérovnì 945/7, Hostivaø, 102 00 Praha 10;250 ampulek (platí celkem pro obì balení);Všeobecná fakultní nemocnice v Praze, prostøednictvím Toxikologického informaèního støediska Kliniky pracovního lékaøství);BB NCIPD Ltd., 26 Yanko Sakazov Blvd., 1504 Sofia, Bulharsko
0254527;24.05.2021;31.12.2026;2000;"Zajištìní léèivého pøípravku s léèivou látkou penicilamin k léèbì revmatoidní artritidy; Wilsonovy choroby; otravy olovem, rtutí, mìdí a zinkem; cystinurie s prokázanou tvorbou cystinovıch kamenù, její recidivì nelze zabránit jinımi postupy (strava bez methioninu, hyperhydratace, alkalizace moèi); dále pøi pokroèilıch stavech vıskytu cystinovıch kamenù se zvláštními riziky (napø. po odstranìní ledviny).";Poskytovatelé zdravotních slueb formou ambulantní a lùkové péèe.;CZ Pharma s. r. o., se sídlem námìstí Smiøickıch 42, 281 63 Kostelec nad Èernımi lesy;Léèivı pøípravek moné distribuovat do 31. 12. 2021. Léèivı pøípravek dodanı do lékáren je moné vydávat a pouívat pøi poskytování zdravotních slueb po dobu jeho doby pouitelnosti.;CZ Pharma s.r.o., se sídlem námìstí Smiøickıch 42, 281 63 Kostelec nad Èernımi lesy;Haupt Pharma Berlin GmbH, Moosrosenstraße 7, 12347 Berlin, Nìmecko
0254528;29.05.2023;30.04.2024;1 945;"Zajištìní léèivého pøípravku s léèivou látkou acidum tiaprofenicum pro perorální léèbu dospìlıch a dìtí s tìlesnou hmotností od 15 kg (pøiblinì od vìku 4 let) v následujících indikacích:
pøi dlouhodobé symptomatické léèbì:
- chronická zánìtlivá revmatická onemocnìní, zejména revmatoidní artritida,
- nìkteré typy bolestivıch a invalidizujících artritid;
pøi krátkodobé symptomatické léèbì:
- akutní záchvaty osteoartrózy, bolesti dolní èásti zad,
- benigní akutní poúrazové stavy pohybového aparátu;
dysmenorea po etiologickém vyšetøení;
symptomatická léèba bolesti pøi zánìtlivıch projevech v otorhinolaryngologii a stomatologii; pøi této indikaci existují urèitá rizika, zejména co se tıèe rozšíøení souèasné sepse pøi pouití nesteroidních antiflogistik (NSAID). Rizika je nutné zváit oproti oèekávanému analgetickému úèinku.

";Poskytovatelé zdravotních slueb formou ambulantní a lùkové péèe.;AV Medical CZ s.r.o., Dobronická 1257, Kunratice, 148 00 Praha 4, Èeská republika;;AV Medical CZ s.r.o., Dobronická 1257, Kunratice, 148 00 Praha 4, Èeská republika;Laboratoires BTT, ZI de Krafft, 67150 Erstein, Francie
0254631;02.12.2021;30.11.2023;150;"Zajištìní a monost pouití neregistrovaného léèivého pøípravku UX007 v rámci
specifického léèebného programu pro léèbu dìtského pacienta, kterı trpí dìdiènou
poruchou ß-oxidace mastnıch kyselin s dlouhım øetìzcem (deficit 3-hydroxyacyl-CoA
dehydrogenázy mastnıch kyselin s dlouhım øetìzcem).";Klinika pediatrie a dìdiènıch poruch metabolismu 1.LF UK a Všeobecné fakultní nemocnice, Ke Karlovu 455/2, 128 08 Praha 2.;Almac Clinical Services (Ireland) Limited, Finnabair Industrial Estate, Dundalk, Co. Louth, A91P9KD, Irsko;;"Všeobecná fakultní nemocnice v Praze, U Nemocnice 499/2, 128 08 Praha 2,
prostøednictvím Kliniky dìtského a dorostového lékaøství Všeobecné fakultní nemocnice v Praze, Ke Karlovu 455/2, 128 08 Praha 2";Ultragenyx Pharmaceutical Inc., 60 Leveroni Court, Novato, CA 94949, USA
0254631;06.09.2022;31.08.2024;160;Zajištìní a monost pouití neregistrovaného léèivého pøípravku UX007 v rámci specifického léèebného programu pro léèbu dìtské pacientky, která trpí dìdiènou poruchou ß-oxidace mastnıch kyselin s dlouhım øetìzcem (deficit 3-hydroxyacyl-CoA dehydrogenázy mastnıch kyselin s dlouhım øetìzcem);Klinika pediatrie a dìdiènıch poruch metabolismu 1.LF UK a Všeobecné fakultní nemocnice, Ke Karlovu 455/2, 128 08 Praha 2;Almac Clinical Services (Ireland) Limited, Finnabair Industrial Estate, Dundalk, Co. Louth, A91P9KD, Irsko;;Všeobecná fakultní nemocnice v Praze, prostøednictvím Kliniky pediatrie a dìdiènıch poruch metabolismu 1. LF UK a Všeobecné fakultní nemocnice, Ke Karlovu 455/2, 128 08 Praha 2;Ultragenyx Pharmaceutical Inc., 60 Leveroni Court, Novato, CA 94949, USA
0254631;01.12.2022;30.11.2024;92;"Zajištìní a monost pouití neregistrovaného léèivého pøípravku UX007 v rámci
specifického léèebného programu pro léèbu dìtského pacienta, která trpí dìdiènou
poruchou ß-oxidace mastnıch kyselin s dlouhım øetìzcem (deficit 3-hydroxyacyl-CoA
dehydrogenázy mastnıch kyselin s dlouhım øetìzcem).";"Klinika pediatrie a dìdiènıch poruch metabolismu 1.LF UK a Všeobecné
fakultní nemocnice, Ke Karlovu 455/2, 128 08 Praha 2";Almac Clinical Services (Ireland) Limited, Finnabair Industrial Estate, Dundalk, Co. Louth, A91P9KD, Irsko;;Všeobecná fakultní nemocnicí v Praze, se sídlem U Nemocnice 499/2, 128 08 Praha 2;Ultragenyx Pharmaceutical Inc., 60 Leveroni Court, Novato, CA 94949, USA
0259481;30.03.2022;31.03.2024;3000;Zabezpeèení léèivého pøípravku pro radiodiagnostiku malabsorpce luèovıch kyselin a mìøení ztráty luèovıch kyselin, dále pøi hodnocení funkce ilea, pøi vyšetøení zánìtlivého onemocnìní støev a chronickém prùjmu a pøi studiu enterohepatického obìhu. Vzhledem k tomu, e nejsou ádné klinické zkušenosti s uíváním tohoto léèivého pøípravku u dìtí, musí ošetøující lékaø peèlivì zváit indikaci tohoto léèivého pøípravku u dìtí (tj. posoudit pomìr rizika a pøínosu pøed jakoukoliv aplikací pøípravku u dìtí, zejména proto, e aplikace fixní dávky zpùsobuje zvıšení efektivní dávky u dìtí).;Kliniky (oddìlení) nukleární medicíny poskytovatelù zdravotních slueb formou ambulantní a lùkové péèe s pøístrojovım vybavením pro scintigrafické zobrazování.;M.G.P. spol. s r.o., Kvítková 1575, 760 01 Zlín;;M.G.P. spol. s r.o., Kvítková 1575, 760 01 Zlín;GE Healthcare Buchler GmbH & Co. KG, Gieselweg 1, D-38110 Braunschweig, Nìmecko
0260185;10.09.2021;31.08.2024;84000;Zajištìní léèivého pøípravku s léèivou látkou dinatrii cromoglicas k léèbì potravinové alergie, u které je karence alergenù nemoná. Léèivı pøípravek je urèen pro dìti od 2 mìsícù vìku a dospìlé pacienty. V souèasné dobì se nedoporuèuje uívání léèivého pøípravku u kojencù v prvních dvou mìsících ivota (u pøedèasnì narozenıch dìtí o odpovídající dobu déle).;Poskytovatelé zdravotních slueb formou ambulantní a lùkové péèe poskytující péèi v oborech alergologie a klinické imunologie.;spoleènost AV Medical CZ s.r.o.;;AV Medical CZ s.r.o., Dobronická 1257, Kunratice, 148 00 Praha 4, Èeská republika;Pädia GmbH, Von-Humboldt-Str. 1, 64646 Heppenheim, Nìmecko
0260418;05.11.2021;31.10.2023;10600;"Zabezpeèení léèivého pøípravku s léèivou látkou albendazol k léèbì parazitárních
onemocnìní dospìlıch, dospívajících a dìtí od 6 let vìku. Albendazol podávanı
v nízkıch dávkách je indikován ke krátkodobé léèbì parazitárních infekcí:
- Enterobióza (oxyuriáza) - onemocnìní zpùsobené roupem dìtskım (Enterobius
vermicularis),
- trichurióza (trichocefalóza) - onemocnìní zpùsobené tenkohlavcem lidskım
(Trichuris trichiura),
- askarióza - onemocnìní zpùsobené škrkavkou dìtskou (Ascaris lumbricoides),
- ankylostomóza - onemocnìní zpùsobené mìchovcem lidskım (Ankylostoma
duodenale),
- nekatorióza - onemocnìní zpùsobené mìchovcem americkım (Necator
americanus),
- strongyloidóza - onemocnìní háïátkem støevním (Strongyloides stercoralis),
- taenióza - onemocnìní zpùsobené tasemnicemi (Taenia solium, Taenia
saginata),
- giardióza (lamblióza) - onemocnìní zpùsobené Giardia lamblia - u dìtí
od 6 do 12 let vìku.";Poskytovatelé zdravotních slueb formou ambulantní a lùkové péèe;AV Medical CZ s.r.o.;;AV Medical CZ s.r.o., Dobronická 1257, Kunratice, 148 00 Praha 4, Èeská republika;S.C. VIM SPECTRUM S.R.L., 547367 Corunca, Nr. 409, Jud. Mureº, Rumunsko
0260421;23.11.2021;30.11.2026;150;Zajištìní pohotovostní zásoby léèivého pøípravku (antidota) pro léèbu tìkıch otrav digoxinem nebo digitalisovımi alkaloidy.;Poskytovatelé zdravotních slueb formou ambulantní a lùkové péèe (koordinace léèebného programu: Toxikologické informaèní støedisko Kliniky pracovního lékaøství Všeobecné fakultní nemocnice v Praze).;PHOENIX lékárenskı velkoobchod, s.r.o., K pérovnì 945/7, Hostivaø, 102 00 Praha 10;;Všeobecná fakultní nemocnice v Praze, prostøednictvím Toxikologického informaèního støediska Kliniky pracovního lékaøství;Protherics UK Limited, Blaenwaun, Ceredigion SA44 5JT, Velká Británie
0260425;27.04.2023;30.04.2025;600;Léèba dìtského pacienta s gliomem s potvrzenou fúzí genu ROS1, u kterého ji byly vyèerpány monosti léèby schválenou terapií, a léèba dìtského pacienta s lokálnì pokroèilım nebo metastatickım solidním nádorem s potvrzenou fúzí genu NTRK, u kterého ji byly vyèerpány monosti léèby schválenou nebo pøijatelnou standardní terapií nebo terapií s potenciálním efektem, a kterı nebyl léèen TRK inhibitory.;"Centra vysoce specializované onkologické péèe pro dìti:
- Fakultní nemocnice v Motole, V Úvalu 84, 150 06 Praha 5-Motol,
- Fakultní nemocnice Brno, Jihlavská 20, 625 00 Brno.";DHL Supply Chain Operations GmbH, In der Au 9, 61197 Florstadt, Nìmecko;;Roche s.r.o., Sokolovská 685/136f, Karlín, 186 00 Praha 8, Èeská republika;Roche Pharma AG, Emil-Barell-Strasse 1, D-79639 Grenzach-Wyhlen, Nìmecko
0260426;15.12.2021;31.12.2023;384;"Zpøístupnìní asciminibu pro léèbu dospìlıch pacientù s chronickou myeloidní
leukemií (CML), a to pro:
- pacienty v chronické fázi (CP) bez dokumentované mutace T315I po selhání nebo
intoleranci léèby dostupnımi inhibitory tyrosinkinázy (TKI) nebo
- pacienty v chronické fázi (CP) s dokumentovanou mutací T315I bez srovnatelné
nebo uspokojivé alternativní terapie k léèbì onemocnìní nebo
- pacienty v akcelerované fázi (AP) nebo blastické krizi (BC) bez srovnatelné nebo
uspokojivé alternativní terapie k léèbì onemocnìní.";"Centra vysoce specilizované hematoonkologické péèe pro dospìlé
- Ústav hematologie a krevní transfuze, U nemocnice 2094/1,
128 00 Praha 2,
- Všeobecná fakultní nemocnice v Praze, U Nemocnice 499/2,
128 08 Praha 2,
- Fakultní nemocnice Brno, Jihlavská 340/20, 625 00 Brno
- Fakultní nemocnice Královské Vinohrady, Šrobárova 1150/50,
100 34 Praha 10,
- Fakultní nemocnice Olomouc, I. P. Pavlova 185/6, 779 00 Olomouc,
- Fakultní nemocnice Plzeò, Edvarda Beneše 1128/13, 305 99 Plzeò,
- Fakultní nemocnice Hradec Králové, Sokolská 581, 500 05 Hradec Králové
- Fakultní nemocnice Ostrava, 17. listopadu 1790/5, 708 52 Ostrava.";spoleènost Novartis s.r.o.;;Novartis s.r.o., Na Pankráci 1724/129, Nusle, 140 00 Praha 4, IÈO: 645 75 977;Novartis Pharma AG, Lichtstrasse 35, CH 4056, Basel, Švıcarsko
0260427;15.12.2021;31.12.2023;864;"Zpøístupnìní asciminibu pro léèbu dospìlıch pacientù s chronickou myeloidní
leukemií (CML), a to pro:
- pacienty v chronické fázi (CP) bez dokumentované mutace T315I po selhání nebo
intoleranci léèby dostupnımi inhibitory tyrosinkinázy (TKI) nebo
- pacienty v chronické fázi (CP) s dokumentovanou mutací T315I bez srovnatelné
nebo uspokojivé alternativní terapie k léèbì onemocnìní nebo
- pacienty v akcelerované fázi (AP) nebo blastické krizi (BC) bez srovnatelné nebo
uspokojivé alternativní terapie k léèbì onemocnìní.";"Centra vysoce specilizované hematoonkologické péèe pro dospìlé
- Ústav hematologie a krevní transfuze, U nemocnice 2094/1,
128 00 Praha 2,
- Všeobecná fakultní nemocnice v Praze, U Nemocnice 499/2,
128 08 Praha 2,
- Fakultní nemocnice Brno, Jihlavská 340/20, 625 00 Brno
- Fakultní nemocnice Královské Vinohrady, Šrobárova 1150/50,
100 34 Praha 10,
- Fakultní nemocnice Olomouc, I. P. Pavlova 185/6, 779 00 Olomouc,
- Fakultní nemocnice Plzeò, Edvarda Beneše 1128/13, 305 99 Plzeò,
- Fakultní nemocnice Hradec Králové, Sokolská 581, 500 05 Hradec Králové
- Fakultní nemocnice Ostrava, 17. listopadu 1790/5, 708 52 Ostrava.";spoleènost Novartis s.r.o.;;Novartis s.r.o., Na Pankráci 1724/129, Nusle, 140 00 Praha 4, IÈO: 645 75 977;Novartis Pharma AG, Lichtstrasse 35, CH 4056, Basel, Švıcarsko
0260428;10.01.2022;31.01.2024;2000;"Zajištìní léèivého pøípravku s léèivou látkou foskarnet pro pouití v následujících
indikacích:
A. Indikace v souladu s platnım souhrnem údajù o pøípravku (SPC):
- k indukèní a udrovací léèbì cytomegalovirové (CMV) retinitidy u dospìlıch pacientù s AIDS,
- k léèbì mukokutánních infekcí vyvolanıch virem Herpes Simplex (HSV), které klinicky nereagují na aciklovir u dospìlıch pacientù s oslabenou imunitou.
B. Indikace dle doporuèení (guidelines) European Conference on Infections in Leukaemia pro léèbu dospìlıch pacientù a ve vıjimeènıch pøípadech u dìtí (léèba v následujících indikacích mùe bıt zahájena a po podepsání informovaného souhlasu pacientem, resp. zákonnım zástupcem pacienta):
- léèba závanıch cytomegalovirovıch infekcí u pacientù s hematologickou malignitou a po transplantaci hematopoetickıch bunìk (Guidelines for the management of cytomegalovirus infection in patients with haematological malignancies and after stem cell trasplantation from the 2017 European Conference on Infections in Leukaemia - ECIL 7), a to zejména:
- preemptivní antivirová terapie cytomegalovirovıch infekcí u pacientù po transplantaci hematopoetickıch bunìk (stupeò doporuèení A I.; foskarnet je upøednostòován u pacientù, kde není dosaeno engraftmentu, je porušena funkce ledvin, je postiení gastrointestinálního traktu, a je rezistence
na ganciklovir - mimo virové mutace UL54),
- léèba cytomegalovirové infekce u pacientù po transplantaci hematopoetickıch kmenovıch bunìk (stupeò doporuèení A III.; foskarnet je upøednostòován u pacientù, kde není dosaeno engraftmentu, je porušena funkce ledvin, je postiení gastrointestinálního traktu a je rezistence na ganciklovir - mimo
virové mutace UL54; foskarnet je podáván té v pøípadì toxicity v dùsledku pøedchozí aplikace gancikloviru),
- léèba cytomegalovirové infekce u hematologickıch pacientù po imunosupresivní terapii (stupeò doporuèení A III.; foskarnet je upøednostòován u pacientù, kde není dosaeno engraftmentu, je porušena
funkce ledvin, je postiení gastrointestinálního traktu a je rezistence na ganciklovir - mimo virové mutace UL54; foskarnet je podáván té v pøípadì toxicity v dùsledku pøedchozí aplikace gancikloviru).";"I. Pro indikace uvedené v bodì 4 písm. A tohoto rozhodnutí - poskytovatelé
zdravotních slueb formou ambulantní a lùkové péèe.
II. Pro indikace uvedené v bodì 4 písm. B tohoto rozhodnutí - centra vysoce
specializované hematoonkologické péèe.
Centra vysoce specializované hematoonkologické péèe pro dospìlé:
- Ústav hematologie a krevní transfuze, U nemocnice 2094/1,
128 20 Praha 2,
- Všeobecná fakultní nemocnice v Praze, U Nemocnice 499/2,
128 08 Praha 2,
- Fakultní nemocnice Brno, Jihlavská 340/20, 625 00 Brno
- Fakultní nemocnice Královské Vinohrady, Šrobárova 1150/50,
100 34 Praha 10,
- Fakultní nemocnice Olomouc, I. P. Pavlova 185/6, 779 00 Olomouc,
- Fakultní nemocnice Plzeò, Edvarda Beneše 1128/13, 305 99 Plzeò,
- Fakultní nemocnice Hradec Králové, Sokolská 581, 500 05 Hradec Králové
- Fakultní nemocnice Ostrava, 17. listopadu 1790/5, 708 52 Ostrava.
Centra vysoce specializované hematoonkologické péèe pro dìti
- Fakultní nemocnice v Motole, V Úvalu 84/1,150 06 Praha 5,
- Fakultní nemocnice Brno, Jihlavská 340/20, 625 00 Brno.";Komtur Pharmaceuticals Czech s.r.o.;;Komtur Pharmaceuticals Czech s.r.o., Za Poøíèskou bránou 365/21, 186 00 Praha 8;Fresenius Kabi Austria GmbH, Hafnerstrasse 36, A-8055 Graz, Rakousko.
